web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190538-1575","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-13 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-13 cape","http://oldschoolrunescape.wikia.com/wiki/Team-13_cape"
"1536190538-1574","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-12 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-12 cape","http://oldschoolrunescape.wikia.com/wiki/Team-12_cape"
"1536190538-1563","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Sinhaza shroud tier 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sinhaza shroud tier 3","http://oldschoolrunescape.wikia.com/wiki/Sinhaza_shroud_tier_3"
"1536190538-1596","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-32 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-32 cape","http://oldschoolrunescape.wikia.com/wiki/Team-32_cape"
"1536190538-1636","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Zamorak max cape","0","0","0","10","0","1","1","2","10","0","0","0","0","0","Zamorak max cape","http://oldschoolrunescape.wikia.com/wiki/Zamorak_max_cape"
"1536190538-1457","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Agility cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Agility cape","http://oldschoolrunescape.wikia.com/wiki/Agility_cape"
"1536190538-1517","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1548","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Obsidian cape (r)","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0","Obsidian cape (r)","http://oldschoolrunescape.wikia.com/wiki/Obsidian_cape_(r)"
"1536190538-1519","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1539","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Magic cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Magic cape","http://oldschoolrunescape.wikia.com/wiki/Magic_cape"
"1536190538-1456","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Achievement diary cape","0","0","0","0","0","9","9","9","9","9","0","0","0","4","Achievement diary cape","http://oldschoolrunescape.wikia.com/wiki/Achievement_diary_cape"
"1536190538-1612","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-47 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-47 cape","http://oldschoolrunescape.wikia.com/wiki/Team-47_cape"
"1536190538-1581","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-19 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-19 cape","http://oldschoolrunescape.wikia.com/wiki/Team-19_cape"
"1536190538-1542","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Monkey (Monkey Madness II)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Monkey (Monkey Madness II)","http://oldschoolrunescape.wikia.com/wiki/Monkey_(Monkey_Madness_II)"
"1536190538-1554","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ranging cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Ranging cape","http://oldschoolrunescape.wikia.com/wiki/Ranging_cape"
"1536190538-1622","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team cape","http://oldschoolrunescape.wikia.com/wiki/Team_cape"
"1536190538-1480","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Champion's cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Champion's cape","http://oldschoolrunescape.wikia.com/wiki/Champion%27s_cape"
"1536190538-1528","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Hitpoints cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Hitpoints cape","http://oldschoolrunescape.wikia.com/wiki/Hitpoints_cape"
"1536190538-1511","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ghostly cloak","0","0","0","+5","0","0","0","0","+5","0","0","0","0","0","Ghostly cloak","http://oldschoolrunescape.wikia.com/wiki/Ghostly_cloak"
"1536190538-1476","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Cape of Accomplishment","+0","+0","+0","+0","+0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Cape of Accomplishment","http://oldschoolrunescape.wikia.com/wiki/Cape_of_Accomplishment"
"1536190538-1543","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Moonclan cape","0","0","0","+2","-2","0","+1","+1","+2","-2","0","0","0","0","Moonclan cape","http://oldschoolrunescape.wikia.com/wiki/Moonclan_cape"
"1536190538-1593","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-2 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-2 cape","http://oldschoolrunescape.wikia.com/wiki/Team-2_cape"
"1536190538-1577","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-15 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-15 cape","http://oldschoolrunescape.wikia.com/wiki/Team-15_cape"
"1536190538-1629","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Xeric's general","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Xeric's general","http://oldschoolrunescape.wikia.com/wiki/Xeric%27s_general"
"1536190538-1583","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-20 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-20 cape","http://oldschoolrunescape.wikia.com/wiki/Team-20_cape"
"1536190538-1535","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued zamorak max cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued zamorak max cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_zamorak_max_cape"
"1536190538-1483","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Construct. cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Construct. cape","http://oldschoolrunescape.wikia.com/wiki/Construct._cape"
"1536190538-1547","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Obsidian cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0","Obsidian cape","http://oldschoolrunescape.wikia.com/wiki/Obsidian_cape"
"1536190538-1562","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Sinhaza shroud tier 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sinhaza shroud tier 2","http://oldschoolrunescape.wikia.com/wiki/Sinhaza_shroud_tier_2"
"1536190538-1570","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Spottier cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Spottier cape","http://oldschoolrunescape.wikia.com/wiki/Spottier_cape"
"1536190538-1459","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ardougne cloak 1","2","0","0","2","0","2","0","0","2","0","0","0","0","2","Ardougne cloak 1","http://oldschoolrunescape.wikia.com/wiki/Ardougne_cloak_1"
"1536190538-1559","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Saradomin cloak","0","0","0","1","0","3","3","3","3","3","0","0","0","3","Saradomin cloak","http://oldschoolrunescape.wikia.com/wiki/Saradomin_cloak"
"1536190538-1635","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Zamorak cloak","0","0","0","1","0","3","3","3","3","3","0","0","0","3","Zamorak cloak","http://oldschoolrunescape.wikia.com/wiki/Zamorak_cloak"
"1536190538-1630","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Xeric's guard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Xeric's guard","http://oldschoolrunescape.wikia.com/wiki/Xeric%27s_guard"
"1536190538-1595","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-31 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-31 cape","http://oldschoolrunescape.wikia.com/wiki/Team-31_cape"
"1536190538-1526","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Healer icon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Healer icon","http://oldschoolrunescape.wikia.com/wiki/Healer_icon"
"1536190538-1499","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fletching cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Fletching cape","http://oldschoolrunescape.wikia.com/wiki/Fletching_cape"
"1536190538-1489","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Defender icon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Defender icon","http://oldschoolrunescape.wikia.com/wiki/Defender_icon"
"1536190538-1621","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-9 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-9 cape","http://oldschoolrunescape.wikia.com/wiki/Team-9_cape"
"1536190538-1552","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Purple cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Purple cape","http://oldschoolrunescape.wikia.com/wiki/Purple_cape"
"1536190538-1462","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ardougne cloak 4","6","0","0","6","0","6","0","0","6","0","0","0","0","6","Ardougne cloak 4","http://oldschoolrunescape.wikia.com/wiki/Ardougne_cloak_4"
"1536190538-1498","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fishing cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Fishing cape","http://oldschoolrunescape.wikia.com/wiki/Fishing_cape"
"1536190538-1569","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Spotted cape","0","0","0","0","0","0","1","1","0","2","0","0","0","0","Spotted cape","http://oldschoolrunescape.wikia.com/wiki/Spotted_cape"
"1536190538-1471","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Bandos cloak","0","0","0","1","0","3","3","3","3","3","0","0","0","3","Bandos cloak","http://oldschoolrunescape.wikia.com/wiki/Bandos_cloak"
"1536190538-1493","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Explorer backpack","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Explorer backpack","http://oldschoolrunescape.wikia.com/wiki/Explorer_backpack"
"1536190538-1481","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Clue hunter cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Clue hunter cloak","http://oldschoolrunescape.wikia.com/wiki/Clue_hunter_cloak"
"1536190538-1523","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Guthix cloak","0","0","0","1","0","3","3","3","3","3","0","0","0","3","Guthix cloak","http://oldschoolrunescape.wikia.com/wiki/Guthix_cloak"
"1536190538-1532","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Imbued saradomin cape","0","0","0","15","0","3","3","3","15","0","0","0","2","0","Imbued saradomin cape","http://oldschoolrunescape.wikia.com/wiki/Imbued_saradomin_cape"
"1536190538-1607","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-42 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-42 cape","http://oldschoolrunescape.wikia.com/wiki/Team-42_cape"
"1536190538-1458","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ancient cloak","0","0","0","1","0","3","3","3","3","3","0","0","0","3","Ancient cloak","http://oldschoolrunescape.wikia.com/wiki/Ancient_cloak"
"1536190538-1527","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Herblore cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Herblore cape","http://oldschoolrunescape.wikia.com/wiki/Herblore_cape"
"1536190538-1485","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Crafting cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Crafting cape","http://oldschoolrunescape.wikia.com/wiki/Crafting_cape"
"1536190538-1482","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Collector icon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Collector icon","http://oldschoolrunescape.wikia.com/wiki/Collector_icon"
"1536190538-1465","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Assembler max cape","0","0","0","0","8","1","1","1","8","2","0","2","0","0","Assembler max cape","http://oldschoolrunescape.wikia.com/wiki/Assembler_max_cape"
"1536190538-1525","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Ham cloak","0","0","0","0","0","0","+1","+2","0","+1","0","0","0","0","Ham cloak","http://oldschoolrunescape.wikia.com/wiki/Ham_cloak"
"1536190538-1611","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-46 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-46 cape","http://oldschoolrunescape.wikia.com/wiki/Team-46_cape"
"1536190538-1508","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik red cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik red cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_red_cloak"
"1536190538-1502","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik brown cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik brown cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_brown_cloak"
"1536190538-1540","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Max cape","0","0","0","0","0","9","9","9","9","9","0","0","0","4","Max cape","http://oldschoolrunescape.wikia.com/wiki/Max_cape"
"1536190538-1505","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik grey cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik grey cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_grey_cloak"
"1536190538-1507","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Fremennik purple cloak","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Fremennik purple cloak","http://oldschoolrunescape.wikia.com/wiki/Fremennik_purple_cloak"
"1536190538-1518","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1553","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Quest point cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Quest point cape","http://oldschoolrunescape.wikia.com/wiki/Quest_point_cape"
"1536190538-1592","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-29 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-29 cape","http://oldschoolrunescape.wikia.com/wiki/Team-29_cape"
"1536190538-1584","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-21 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-21 cape","http://oldschoolrunescape.wikia.com/wiki/Team-21_cape"
"1536190538-1541","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Mining cape","0","0","0","0","0","+9","+9","+9","+9","+9","0","0","0","0 (+4 trimmed)","Mining cape","http://oldschoolrunescape.wikia.com/wiki/Mining_cape"
"1536190538-1561","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Sinhaza shroud tier 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sinhaza shroud tier 1","http://oldschoolrunescape.wikia.com/wiki/Sinhaza_shroud_tier_1"
"1536190538-1512","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Graceful cape","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful cape","http://oldschoolrunescape.wikia.com/wiki/Graceful_cape"
"1536190538-1617","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Team-5 cape","0","0","0","0","0","0","+1","+1","0","+2","0","0","0","0","Team-5 cape","http://oldschoolrunescape.wikia.com/wiki/Team-5_cape"
"1536190538-1634","http://oldschoolrunescape.wikia.com/wiki/Cape_slot_table","Zamorak cape","0","0","0","10","0","1","1","2","10","0","0","0","0","0","Zamorak cape","http://oldschoolrunescape.wikia.com/wiki/Zamorak_cape"
