web-scraper-order,web-scraper-start-url,Name,Stab Attack,Slash Attack,Crush Attack,Magic Attack,Ranged Attack,Stab Defence,Slash Defence,Crush Defence,Magic Defence,Ranged Defence,Stength,Ranged Stength,Magic Damage,Prayer,Wiki Link,Wiki Link-href
"1536190265-903","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Hunter hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hunter hood","http://oldschoolrunescape.wikia.com/wiki/Hunter_hood"
"1536190265-947","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Mask of balance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mask of balance","http://oldschoolrunescape.wikia.com/wiki/Mask_of_balance"
"1536190265-798","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Dark cavalier","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dark cavalier","http://oldschoolrunescape.wikia.com/wiki/Dark_cavalier"
"1536190265-1133","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Torag's helm","+0","+0","+0","-6","-2","+55","+58","+54","-1","+62","+0","0","0","+0","Torag's helm","http://oldschoolrunescape.wikia.com/wiki/Torag%27s_helm"
"1536190265-1006","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Piscarilius house hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Piscarilius house hood","http://oldschoolrunescape.wikia.com/wiki/Piscarilius_house_hood"
"1536190265-1066","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Zamorak)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Zamorak)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Zamorak)"
"1536190265-691","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ankou mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ankou mask","http://oldschoolrunescape.wikia.com/wiki/Ankou_mask"
"1536190265-976","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Nose peg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nose peg","http://oldschoolrunescape.wikia.com/wiki/Nose_peg"
"1536190265-1017","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Purple tricorn hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Purple tricorn hat","http://oldschoolrunescape.wikia.com/wiki/Purple_tricorn_hat"
"1536190265-889","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ham hood","0","0","0","0","0","0","+1","+2","0","+1","0","0","0","0","Ham hood","http://oldschoolrunescape.wikia.com/wiki/Ham_hood"
"1536190265-738","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black slayer helmet","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Black slayer helmet","http://oldschoolrunescape.wikia.com/wiki/Black_slayer_helmet"
"1536190265-1083","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Shayzien helm (2)","0","0","0","-5","-2","+5","+8","+6","-1","+7","0","0","0","0","Shayzien helm (2)","http://oldschoolrunescape.wikia.com/wiki/Shayzien_helm_(2)"
"1536190265-1060","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Kandarin)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Kandarin)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Kandarin)"
"1536190265-899","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Hood of darkness","0","0","0","4","0","0","0","0","4","0","0","0","0","0","Hood of darkness","http://oldschoolrunescape.wikia.com/wiki/Hood_of_darkness"
"1536190265-994","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Penguin mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Penguin mask","http://oldschoolrunescape.wikia.com/wiki/Penguin_mask"
"1536190265-883","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Guthix coif","0","0","0","-1","+7","+4","+7","+10","+4","+8","0","0","0","+1","Guthix coif","http://oldschoolrunescape.wikia.com/wiki/Guthix_coif"
"1536190265-768","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bronze full helm (t)","0","0","0","-6","-2","+4","+5","+3","-1","+4","0","0","0","0","Bronze full helm (t)","http://oldschoolrunescape.wikia.com/wiki/Bronze_full_helm_(t)"
"1536190265-823","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Expert hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Expert hat","http://oldschoolrunescape.wikia.com/wiki/Expert_hat"
"1536190265-681","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant med helm","+0","+0","+0","-3","-1","+14","+15","+13","-1","+14","0","0","0","0","Adamant med helm","http://oldschoolrunescape.wikia.com/wiki/Adamant_med_helm"
"1536190265-962","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Moonclan hat","0","0","0","+3","-5","+3","+3","+3","+3","-5","0","0","0","0","Moonclan hat","http://oldschoolrunescape.wikia.com/wiki/Moonclan_hat"
"1536190265-897","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Highwayman mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Highwayman mask","http://oldschoolrunescape.wikia.com/wiki/Highwayman_mask"
"1536190265-894","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Helm of neitiznot","0","0","0","0","0","+31","+29","+34","+3","+30","+3","0","0","+3","Helm of neitiznot","http://oldschoolrunescape.wikia.com/wiki/Helm_of_neitiznot"
"1536190265-672","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Horse)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Horse)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Horse)"
"1536190265-714","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Beret mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Beret mask","http://oldschoolrunescape.wikia.com/wiki/Beret_mask"
"1536190265-713","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bedsheet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bedsheet","http://oldschoolrunescape.wikia.com/wiki/Bedsheet"
"1536190265-1102","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel dragon mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Steel dragon mask","http://oldschoolrunescape.wikia.com/wiki/Steel_dragon_mask"
"1536190265-835","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Fire max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fire max hood","http://oldschoolrunescape.wikia.com/wiki/Fire_max_hood"
"1536190265-905","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Imbued saradomin max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Imbued saradomin max hood","http://oldschoolrunescape.wikia.com/wiki/Imbued_saradomin_max_hood"
"1536190265-984","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ogre expert hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ogre expert hat","http://oldschoolrunescape.wikia.com/wiki/Ogre_expert_hat"
"1536190265-867","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Granite helm","0","0","0","-9","-7","+31","+33","+29","-1","+39","0","0","0","0","Granite helm","http://oldschoolrunescape.wikia.com/wiki/Granite_helm"
"1536190265-667","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Dorgeshuun)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Dorgeshuun)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Dorgeshuun)"
"1536190265-1141","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Two barrels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Two barrels","http://oldschoolrunescape.wikia.com/wiki/Two_barrels"
"1536190265-756","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blue wizard hat (g)","0","0","0","2","0","0","0","0","2","0","0","0","0","0","Blue wizard hat (g)","http://oldschoolrunescape.wikia.com/wiki/Blue_wizard_hat_(g)"
"1536190265-753","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blue partyhat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Blue partyhat","http://oldschoolrunescape.wikia.com/wiki/Blue_partyhat"
"1536190265-785","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Chef's hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chef's hat","http://oldschoolrunescape.wikia.com/wiki/Chef%27s_hat"
"1536190265-901","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Hosidius house hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hosidius house hood","http://oldschoolrunescape.wikia.com/wiki/Hosidius_house_hood"
"1536190265-866","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graceful hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful hood","http://oldschoolrunescape.wikia.com/wiki/Graceful_hood"
"1536190265-746","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blood'n'tar snelm (round)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Blood'n'tar snelm (round)","http://oldschoolrunescape.wikia.com/wiki/Blood%27n%27tar_snelm_(round)"
"1536190265-754","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blue tricorn hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Blue tricorn hat","http://oldschoolrunescape.wikia.com/wiki/Blue_tricorn_hat"
"1536190265-919","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Jester hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jester hat","http://oldschoolrunescape.wikia.com/wiki/Jester_hat"
"1536190265-809","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Dragon archer hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dragon archer hat","http://oldschoolrunescape.wikia.com/wiki/Dragon_archer_hat"
"1536190265-772","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bruise blue snelm (pointed)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Bruise blue snelm (pointed)","http://oldschoolrunescape.wikia.com/wiki/Bruise_blue_snelm_(pointed)"
"1536190265-925","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Kandarin headgear 2","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Kandarin headgear 2","http://oldschoolrunescape.wikia.com/wiki/Kandarin_headgear_2"
"1536190265-686","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ancestral hat","0","0","0","+8","-2","12","11","13","5","0","0","0","2","0","Ancestral hat","http://oldschoolrunescape.wikia.com/wiki/Ancestral_hat"
"1536190265-920","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Jonas mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jonas mask","http://oldschoolrunescape.wikia.com/wiki/Jonas_mask"
"1536190265-1135","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Tribal mask (blue)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tribal mask (blue)","http://oldschoolrunescape.wikia.com/wiki/Tribal_mask_(blue)"
"1536190265-996","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Pink hat","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Pink hat","http://oldschoolrunescape.wikia.com/wiki/Pink_hat"
"1536190265-937","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Leprechaun hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Leprechaun hat","http://oldschoolrunescape.wikia.com/wiki/Leprechaun_hat"
"1536190265-908","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Infernal max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Infernal max hood","http://oldschoolrunescape.wikia.com/wiki/Infernal_max_hood"
"1536190265-700","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Assembler max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Assembler max hood","http://oldschoolrunescape.wikia.com/wiki/Assembler_max_hood"
"1536190265-711","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bearhead","0","0","0","-3","-3","+12","+14","+10","+7","+9","0","0","0","0","Bearhead","http://oldschoolrunescape.wikia.com/wiki/Bearhead"
"1536190265-1090","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Skeleton mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Skeleton mask","http://oldschoolrunescape.wikia.com/wiki/Skeleton_mask"
"1536190265-712","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bedsheet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bedsheet","http://oldschoolrunescape.wikia.com/wiki/Bedsheet"
"1536190265-793","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Crab helmet","0","0","0","-3","-1","5","4","3","-1","4","0","0","0","0","Crab helmet","http://oldschoolrunescape.wikia.com/wiki/Crab_helmet"
"1536190265-807","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Doctors hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Doctors hat","http://oldschoolrunescape.wikia.com/wiki/Doctors_hat"
"1536190265-832","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Fedora","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fedora","http://oldschoolrunescape.wikia.com/wiki/Fedora"
"1536190265-705","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bandana eyepatch (white)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bandana eyepatch (white)","http://oldschoolrunescape.wikia.com/wiki/Bandana_eyepatch_(white)"
"1536190265-698","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Armadyl helmet","-5","-5","-5","-5","+10","+6","+8","+10","+10","+8","+0","0","0","+1","Armadyl helmet","http://oldschoolrunescape.wikia.com/wiki/Armadyl_helmet"
"1536190265-1045","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune full helm (t)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune full helm (t)","http://oldschoolrunescape.wikia.com/wiki/Rune_full_helm_(t)"
"1536190265-661","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant helm (h2)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant helm (h2)","http://oldschoolrunescape.wikia.com/wiki/Adamant_helm_(h2)"
"1536190265-674","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Kandarin)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Kandarin)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Kandarin)"
"1536190265-1027","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Red decorative helm","0","0","0","-3","-1","7","8","6","-1","7","0","0","0","0","Red decorative helm","http://oldschoolrunescape.wikia.com/wiki/Red_decorative_helm"
"1536190265-1119","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Skull)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Skull)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Skull)"
"1536190265-979","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ochre snelm (pointed)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Ochre snelm (pointed)","http://oldschoolrunescape.wikia.com/wiki/Ochre_snelm_(pointed)"
"1536190265-679","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Varrock)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Varrock)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Varrock)"
"1536190265-964","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Morrigan's coif","0","0","0","-5","13","8","11","14","8","12","0","0","0","0","Morrigan's coif","http://oldschoolrunescape.wikia.com/wiki/Morrigan%27s_coif"
"1536190265-1117","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Money)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Money)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Money)"
"1536190265-1115","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Kandarin)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Kandarin)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Kandarin)"
"1536190265-935","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Lederhosen hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lederhosen hat","http://oldschoolrunescape.wikia.com/wiki/Lederhosen_hat"
"1536190265-699","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Armadyl mitre","0","0","0","+4","0","0","0","0","+4","0","0","0","0","+5","Armadyl mitre","http://oldschoolrunescape.wikia.com/wiki/Armadyl_mitre"
"1536190265-989","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Old demon mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Old demon mask","http://oldschoolrunescape.wikia.com/wiki/Old_demon_mask"
"1536190265-1154","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","White beret","0","0","0","0","0","0","0","0","0","0","0","0","0","0","White beret","http://oldschoolrunescape.wikia.com/wiki/White_beret"
"1536190265-991","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Orange boater","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Orange boater","http://oldschoolrunescape.wikia.com/wiki/Orange_boater"
"1536190265-765","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bronze dragon mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bronze dragon mask","http://oldschoolrunescape.wikia.com/wiki/Bronze_dragon_mask"
"1536190265-1001","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Pirate bandana (brown)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate bandana (brown)","http://oldschoolrunescape.wikia.com/wiki/Pirate_bandana_(brown)"
"1536190265-1030","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Red hat","+0","+0","+0","+3","+0","+0","+0","+0","+3","+0","+0","0","0","+0","Red hat","http://oldschoolrunescape.wikia.com/wiki/Red_hat"
"1536190265-678","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant heraldic helm (Skull)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant heraldic helm (Skull)","http://oldschoolrunescape.wikia.com/wiki/Adamant_heraldic_helm_(Skull)"
"1536190265-775","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bucket helm (g)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bucket helm (g)","http://oldschoolrunescape.wikia.com/wiki/Bucket_helm_(g)"
"1536190265-801","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Decorative magic hat","0","0","0","0","0","+4","+4","+4","+4","+4","0","0","0","0","Decorative magic hat","http://oldschoolrunescape.wikia.com/wiki/Decorative_magic_hat"
"1536190265-731","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black helm (h5)","0","0","0","-6","-2","+12","+13","+10","-1","+12","0","0","0","0","Black helm (h5)","http://oldschoolrunescape.wikia.com/wiki/Black_helm_(h5)"
"1536190265-902","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Hunter's honour","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hunter's honour","http://oldschoolrunescape.wikia.com/wiki/Hunter%27s_honour"
"1536190265-683","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Agility hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Agility hood","http://oldschoolrunescape.wikia.com/wiki/Agility_hood"
"1536190265-659","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant full helm (t)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant full helm (t)","http://oldschoolrunescape.wikia.com/wiki/Adamant_full_helm_(t)"
"1536190265-942","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Lunar helm","0","0","0","+3","-2","+8","+7","+10","+2","0","+0","0","0","+0","Lunar helm","http://oldschoolrunescape.wikia.com/wiki/Lunar_helm"
"1536190265-1005","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Pirate hat & patch","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pirate hat & patch","http://oldschoolrunescape.wikia.com/wiki/Pirate_hat_%26_patch"
"1536190265-879","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Grey hat","+0","+0","+0","+3","+0","+0","+0","+0","+3","+0","+0","0","0","+0","Grey hat","http://oldschoolrunescape.wikia.com/wiki/Grey_hat"
"1536190265-781","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Castlewars hood (Zamorak)","0","0","0","0","0","0","+1","+2","0","+1","0","0","0","0","Castlewars hood (Zamorak)","http://oldschoolrunescape.wikia.com/wiki/Castlewars_hood_(Zamorak)"
"1536190265-1025","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Red boater","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Red boater","http://oldschoolrunescape.wikia.com/wiki/Red_boater"
"1536190265-783","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Cavalier mask","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cavalier mask","http://oldschoolrunescape.wikia.com/wiki/Cavalier_mask"
"1536190265-706","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bandos coif","0","0","0","-1","+7","+4","+7","+10","+4","+8","0","0","0","+1","Bandos coif","http://oldschoolrunescape.wikia.com/wiki/Bandos_coif"
"1536190265-906","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Imbued zamorak max hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Imbued zamorak max hood","http://oldschoolrunescape.wikia.com/wiki/Imbued_zamorak_max_hood"
"1536190265-764","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Broken bark snelm","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Broken bark snelm","http://oldschoolrunescape.wikia.com/wiki/Broken_bark_snelm"
"1536190265-1094","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Sleeping cap","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sleeping cap","http://oldschoolrunescape.wikia.com/wiki/Sleeping_cap"
"1536190265-1055","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune heraldic helm (Fairy)","0","0","0","-6","-2","+30","+32","+27","-1","+30","0","0","0","0","Rune heraldic helm (Fairy)","http://oldschoolrunescape.wikia.com/wiki/Rune_heraldic_helm_(Fairy)"
"1536190265-660","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Adamant helm (h1)","0","0","0","-6","-2","+19","+21","+16","-1","+19","0","0","0","0","Adamant helm (h1)","http://oldschoolrunescape.wikia.com/wiki/Adamant_helm_(h1)"
"1536190265-1093","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Slayer hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Slayer hood","http://oldschoolrunescape.wikia.com/wiki/Slayer_hood"
"1536190265-773","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bruise blue snelm (round)","0","0","0","-3","-1","+7","+8","+6","-1","+7","0","0","0","0","Bruise blue snelm (round)","http://oldschoolrunescape.wikia.com/wiki/Bruise_blue_snelm_(round)"
"1536190265-1114","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Jogre)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Jogre)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Jogre)"
"1536190265-717","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Black beret","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Black beret","http://oldschoolrunescape.wikia.com/wiki/Black_beret"
"1536190265-1116","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Misthalin)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Misthalin)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Misthalin)"
"1536190265-1067","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Rune med helm","0","0","0","-3","-1","+22","+23","+21","-1","+22","0","0","0","0","Rune med helm","http://oldschoolrunescape.wikia.com/wiki/Rune_med_helm"
"1536190265-862","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Graceful hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Graceful hood","http://oldschoolrunescape.wikia.com/wiki/Graceful_hood"
"1536190265-751","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blue hat","0","0","0","+3","0","0","0","0","+3","0","0","0","0","0","Blue hat","http://oldschoolrunescape.wikia.com/wiki/Blue_hat"
"1536190265-1107","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Steel heraldic helm (Asgarnia)","0","0","0","-6","-2","+9","+10","+7","-1","+9","0","0","0","0","Steel heraldic helm (Asgarnia)","http://oldschoolrunescape.wikia.com/wiki/Steel_heraldic_helm_(Asgarnia)"
"1536190265-812","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Dragon med helm","0","0","0","-3","-1","+33","+35","+32","-1","+34","0","0","0","0","Dragon med helm","http://oldschoolrunescape.wikia.com/wiki/Dragon_med_helm"
"1536190265-1076","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Saradomin halo","0","0","0","0","0","+11","+12","+10","+11","-1","0","0","0","+3","Saradomin halo","http://oldschoolrunescape.wikia.com/wiki/Saradomin_halo"
"1536190265-1080","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Serpentine helm","0","0","0","-5","-5","+52","+55","+58","0","+50","+3","0","0","0","Serpentine helm","http://oldschoolrunescape.wikia.com/wiki/Serpentine_helm"
"1536190265-1129","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Three barrels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Three barrels","http://oldschoolrunescape.wikia.com/wiki/Three_barrels"
"1536190265-1038","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Robin hood hat","+0","+0","+0","-10","+8","+4","+6","+8","+4","+4","+0","0","0","+0","Robin hood hat","http://oldschoolrunescape.wikia.com/wiki/Robin_hood_hat"
"1536190265-701","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Attack hood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Attack hood","http://oldschoolrunescape.wikia.com/wiki/Attack_hood"
"1536190265-708","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Bandos mitre","0","0","0","+4","0","0","0","0","+4","0","0","0","0","+5","Bandos mitre","http://oldschoolrunescape.wikia.com/wiki/Bandos_mitre"
"1536190265-747","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Blue beret","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Blue beret","http://oldschoolrunescape.wikia.com/wiki/Blue_beret"
"1536190265-982","http://oldschoolrunescape.wikia.com/wiki/Head_slot_table","Ogre bowmaster hat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ogre bowmaster hat","http://oldschoolrunescape.wikia.com/wiki/Ogre_bowmaster_hat"
